id,title,abstract,is_generated
94,Detalizēta piekļuves kontrole datu bāzu pārvaldības sistēmās,"Zināšanu un tehnoloģiju attīstība ir ieviesusi sarežģītas datu bāzu pārvaldības sistēmas, un ar to ir pieaugusi nepieciešamība pēc detalizētas piekļuves kontroles. Šajā rakstā tiks aplūkota detalizētas piekļuves kontroles nozīme datu bāzu pārvaldības sistēmās, tās priekšrocības un trūkumi, kā arī risinājumi, lai palielinātu drošību un uzlabotu datu bāzu pārvaldību. Rakstā būs aplūkotas tehniskās karstuma problēmas un to risinājumi, lai garantētu datu bāzu pārvaldības sistēmu drošību. Dokumentā būs iespējams iepazīties ar efektīvas piekļuves kontroles stratēģiju, kas ļauj uzlabot datu bāzu pārvaldību un nodrošināt to ar mūsdienīgas tehnoloģijas palīdzību.",1
95,Tiešsaistes integrētas izstrādes vides salīdzināšana ar lokālām integrētām izstrādes vidēm JAVA programmēšanas valodai,"Darba mērķis ir salīdzināt tiešsaistes integrētu izstrādes vidi ar vietējām integrētām izstrādes vidēm, izmantojot JAVA programmēšanas valodu. Tika veikta pētījuma analīze, lai noteiktu, kāda veida izstrādes vide ir vislētākā un produktīvākā. Tika salīdzinātas tiešsaistes integrētas izstrādes vides, piemēram, Eclipse Che un Cloud9, ar vietējām integrētām izstrādes vidēm, kā IntelliJ IDEA un NetBeans. Rezultāti liecina, ka tiešsaistes integrētas izstrādes vides piedāvā augstāku pieejamību un elastību, savukārt vietējas integrētas izstrādes vides piedāvā augstāku stabilitāti un precizitāti.",1
96,Topogrāfisko karšu pārveide uz 3D modeli un to izmantošana,"Darba mērķis ir attēlu pārveidošana no topogrāfiskām kartēm uz 3D modeļiem un to izmantošana. Pētījuma laikā tika izmantoti dažādi algoritmi un programmatūras, lai pārveidotu 2D attēlus uz 3D. Tika apskatīts arī datu ieviešanas un pārstrādes process, lai radītu precīzus un detalizētus modeļus. Darba galvenais rezultāts ir 3D modelis, kas var tikt izmantots tādās jomās kā arhitektūra, inženierija un dabas resursu pārvaldība.",1
97,Mentālās rotācijas mērījumu testa saskarnes izveide,"Šajā pētījumā tika izstrādāta Mentālās rotācijas mērījumu testa saskarnes izveides prototipa versija, kas nodrošina efektīvu rotācijas spēju novērtēšanu. Saskarnes izveide balstījās uz mākslīgā intelekta algoritmiem, kas ļauj automatizēt testēšanas procesu un uzlabot datu analīzes precizitāti. Tika veikta saskarnes funkcionalitātes un ergonomikas testēšana, kā rezultātā tika konstatētas vairākas uzlabojumu iespējas. Izveidoto saskarni var izmantot kā efektīvu līdzekli gan kognitīvo spēju novērtēšanai, gan izglītības iestādēs, gan arī kā daļu no kāda medicīniskā izpētes projekta.",1
98,Saskarnes dizaina lietojamības un estētisko kritēriju analīze,"Darba mērķis ir izpētīt Saskarnes dizaina lietojamību un estētiskos kritērijus, analizējot tos no vēlētās auditorijas skatu punkta. Pētījuma pamatā ir dažādu Saskarnes dizaina piemēru izvēle un konkrētos gadījumos lietotāju viedokļa apkopošana. Tiek analizēti faktori, kuri ietekmē Saskarnes dizaina lietojamību, tajā skaitā, pieejamība, saprotamība, efektivitāte un tēls. Estētisko kritēriju analīze ietver objektīvus un subjektīvus novērtējumus, kuri dos priekšstatu par Saskarnes dizaina estētiskajām vērtībām un to ietekmi uz lietošanas pieredzi. Rezultāti parādīs Saskarnes dizaina lietojamības un estētikas līdzsvaru un vajadzības gadījumā sniegs ieteikumus, kā uzlabot Saskarnes dizaina kvalitāti.",1
99,Fontu veidu ietekme saskarņu uztverē,"Pētījums analizē, kā dažādi fonti var ietekmēt teksta saskarņu uztveri. Testējumi parāda, ka fonta izvēle ietekmē lasītāja uztveri par izteiksmīgumu, ticamību un patīkamību. Pētījums palīdzēs izprast, kā fonti var tikt izmantoti, lai veicinātu teksta uztveri un, attiecīgi, uzlabot komunikācijas efektivitāti.",1
100,Prasību inženierija informācijas sistēmu izstrādē cilvēkiem ar īpašām vajadzībām,"Pētījumā tiek aplūkota Prasību inženierijas nozīme informācijas sistēmu izstrādē cilvēkiem ar īpašām vajadzībām. Aprakstīti faktori, kuri var negatīvi ietekmēt šīs cilvēku grupas piekļuvi digitālajām tehnoloģijām un kā Prasību inženierijas metodes var palīdzēt to problēmu atrisināšanā. Iegūtie rezultāti var būt noderīgi informācijas sistēmu projektētājiem, lai nodrošinātu pieejamību un lietojamību arī cilvēkiem ar īpašām vajadzībām.",1
101,Aizskarošu tekstu filtrēšana ar neironu tīklu metodēm,"Šajā pētījumā tiek izmantoti neironu tīkli, lai filtrejot tekstu, uzlabotu datu analīzi. Šis process tiek veikts, lai samazinātu Aizskarošu tekstu ietekmi uz datora sistēmām un mazinātu informācijas kropļošanu. Pētījuma rezultāti liecina par to, ka izmantotās neironu tīklu metodes sniedz augstu efektivitāti un iegūti dati uzlabo datu apstrādes procesu.",1
102,Krāsu-emociju kartējumi depresijas diagnostikā,"Pētījumā analizēti krāsu-emociju kartējumi kā potenciāls līdzeklis depresijas diagnostikā. Tiek aplūkotas krāsu un emociju saites, kā arī to iespējamā nozīme depresijas novērtēšanā. Veicot salīdzinājumus ar tradicionāliem diagnostikas līdzekļiem, tika konstatēts, ka krāsu-emociju kartējumi var sniegt noderīgu papildu informāciju un palīdzēt precīzāk noteikt depresijas klātbūtni. Tomēr, lai šis līdzeklis būtu pilnībā efektīvs, ir nepieciešama turpmāka pētniecība un izmēģinājumi ar lielāku paraugu apjomu.",1
103,"Datu analīzes hibrīdas metodes, izmantojot filmu ieteikšanas sistēmas piemēru","Pētījums tiek veltīts datu analīzes hibrīdām metodēm, izmantojot filmu ieteikšanas sistēmas piemēru. Tiek apskatītas dažādas metodes, kā arī to priekšrocības un trūkumi. Galvenais uzdevums ir novērtēt, kā šīs metodes varētu tikt pielietotas dažādos datu analīzes projektos un kādi ir to rezultāti. Pētniecības rezultāti var kalpot kā pamats turpmākiem pētījumiem datu analīzes un ieteikšanas sistēmu jomā, kā arī sniegt ieteikumus praksē.",1
104,"Nodoma noteikšana cilvēka-datora saziņā, izmantojot neironu tīklus","Darbā tiek apskatīta nodoma noteikšana cilvēka-datora saziņā, izmantojot neironu tīklus. Pētījuma rezultātā ir veikta neironu tīkla izstrāde, kas spēj identificēt un atšķirt cilvēka nodomas un jautājumus datora uzdevumos. Tika izmantotas dažādas metodes un algoritmi, lai palielinātu neironu tīkla precizitāti un efektivitāti. Tā kā cilvēka-datora saziņa kļūst arvien biežāka un sarežģītāka, šāda veida neironu tīkla izstrāde varētu palīdzēt uzlabot komunikāciju starp cilvēku un datoru.",1
105,Swift un Java valodu salīdzinājums iOS un Android lietotņu izstrādāšanai,"Pētījumā tiek analizētas divas populārākās programmēšanas valodas - Swift un Java - un to lietošana iOS un Android lietotņu izstrādē. Tiek salīdzinātas abu valodu iespējas, īpašības un ierobežojumi, kā arī tiek apskatītas to efektivitātes un veiktspējas atšķirības attiecīgi iOS un Android sistēmās. Tiek piedāvāti novērtējumi un rekomendācijas, kuras varētu palīdzēt uzlabot lietotņu izstrādē izmantoto valodu izvēli un veikt informētu lēmumu par to, kura valoda būtu piemērotāka konkrētā projekta kontekstā.",1
106,Tīmekļa sistēmu lietotāju saskarnes testu automatizācijas ieviešana,"Tiek aprakstīta tīmekļa sistēmu lietotāju saskarnes testu automatizācijas ieviešana. Ir izstrādāta metodika, kā automatizēt testēšanas procesu, izmantojot testēšanas rīkus un skriptus. Tiek analizētas priekšrocības, kādas sniedz automatizētās testēšanas sistēmas, piemēram, ātrums, atkārtojamība un precizitāte. Tiek apskatīti arī izaicinājumi, kas saistīti ar automatizētas testēšanas ieviešanu un nepieciešamās prasmes un zināšanas, lai šo procesu veiktu veiksmīgi.",1
107,Universālas inerciālo mērījumu sistēmas programmatūra,"Jaunākā universālā inerciālo mērījumu sistēmas programmatūra ir spējīga veikt precīzus un nepārtraukti strādājošus mērījumus un izsekošanu. Tā nodrošina augstu datu ievades un izvades efektivitāti, kā arī spēj strādāt ar daudziem sensoru un mērīšanas ierīču veidiem. Programmatūra ir izstrādāta, lai ērti integrētu un pielāgotu to dažādiem projektam un to prasībām. Tā ir ideāla universālo inerciālo mērījumu sistēmu risinājumu izstrādātājiem un integrētājiem.",1
108,Blokķēdes sistēmas vadlīnijas un lēmumu koks seriālo numuru un partiju pārvaldības sistēmu implementācijai,"Darba mērķis ir izveidot blokķēdes sistēmas vadlīnijas un lēmumu koku, lai atbalstītu seriālo numuru un partiju pārvaldību uzņēmuma līmenī. Darbā ir izstrādāta blokķēdes sistēmas ar vairākiem uzņēmumiem, kas pievienojas kopienai un veic darbu uz blokķēdes. Tiek izmantoti dažādi blokķēdes veidi, lai nodrošinātu datu drošību un privātumu. Ir izveidots lēmumu koks, kas palīdz organizēt darbu, un ir veikta tā implementācija. Pētījumā tiek analizēta tehnoloģiju nozare un blokķēdes risinājumi, kā arī tiek aplūkotas dažādas problēmas, kas var rasties implementējot blokķēdes sistēmas.",1
109,XUL lietotnes pārnešana uz React,"Pētījums koncentrējas uz XUL lietotņu pārnešanu uz React. Tiek apskatītas dažādas pieejas un metodes, kas var palīdzēt vienkāršot un uzlabot šo procesu. Īpaša uzmanība tiek pievērsta tam, kā veikt pārvēršanu uz React, lai saglabātu iespēju atbalstīt esošo koda bāzi un saglabātu tās iezīmes. Pētījums sniedz arī praktiskus piemērus un padomus, kas var palīdzēt veicināt šo pāreju un padarīt to vēl efektīvāku.",1
110,Neliela uzņēmuma informācijas sistēmas pilotprojekts,"Pētījuma mērķis bija veikt pilotprojektu neliela uzņēmuma informācijas sistēmā, lai noskaidrotu tās efektivitāti un izmantošanas potenciālu uzņēmējdarbībā. Projekta gaitā tika veikta sistēmas ieviešana, testēšana un novērtēšana, kā arī izstrādāti ieteikumi sistēmas uzlabošanai. Iegūtie rezultāti liecina par to, ka sistēma sniedz lietderīgu informāciju vadībai un ļauj uzņēmumam uzlabot savas darbības efektivitāti, tāpēc tā izmantošana var būt būtiska konkurētspējas palielināšanai.",1
111,Starpplatformu programmatūras izstrādes ietvaru pieeja mobilo lietotņu izveidei,"Starpplatformu programmatūras izstrādes ietvaru pieeja mobilo lietotņu izveidei ir viens no efektīvākajiem veidiem, kā izveidot kvalitatīvas mobilās lietotnes. Šī pieeja ļauj izstrādāt lietojumprogrammas, kas var darboties dažādās mobilās platformās, vienlaicīgi samazinot laiku un izmaksas, kas saistīti ar lietotņu izstrādi. Šī pieeja ietver dažādu programmatūras izstrādes ietvaru un bibliotēku izmantošanu, lai uzlabotu izstrādes procesu un palielinātu lietotņu kvalitāti. Galvenais mērķis ir nodrošināt lietotājiem ar modernām, uzņēmējdarbībai derīgām un inovatīvām lietotnēm, lai uzlabotu viņu pieredzi mobilajā vidē.",1
112,Datu vizualizācijas vieta datu noliktavas arhitektūrā: informācijas paneļu lietojums,"Datu vizualizācijas vieta datu noliktavas arhitektūrā ir svarīgs elements datu apstrādes un izpratnes procesā. Lai nodrošinātu efektīvu datu analīzi, ir jāizmanto informācijas paneļi, kuru funkciju papildinājums ir dažādu datu vizualizāciju iespējas. Šajā rakstā mēs apskatām informācijas paneļu lietojumu datu noliktavas arhitektūrā, izceļot tos svarīgākos elementus un ieguvumus, ko tie sniedz. Turklāt tiek apskatīti arī uzlabojumi, kas varētu uzlabot informācijas paneļu efektivitāti datu noliktavas arhitektūrā.",1
113,Abstraktās nozīmes reprezentācijas atvasināšana no esošajiem sintaktiskajiem un semantiskajiem attēlojumiem Latviešu valodā,"Darbā tiek apskatīts temats par abstraktās nozīmes reprezentācijas atvasināšanu no esošajiem sintaktiskajiem un semantiskajiem attēlojumiem latviešu valodā. Tiek analizēti un salīdzināti vairāki esošie pieejas šajā jomā, kā arī tiek izstrādāta jauna pieeja, kas balstīta uz divu veidu semantisko reprezentāciju apvienošanu. Tiek izmantoti dažādi algoritmi un metodes, lai pārbaudītu jaunās pieejas efektivitāti, un tā rezultātā tiek sniegti būtiski secinājumi par jaunās metodes priekšrocībām un trūkumiem. Darbs palīdzēs uzlabot informācijas apstrādes tehnoloģijas un izprast abstraktās nozīmes reprezentācijas veidošanos un darbību, kas ir izšķiroša komunikācijas procesā, gan cilvēku, gan datoru starpā.",1
114,Vizuālo vaicājumu ģenerēšana no tekstuālās formas,"Pētījumā tika izstrādāta metode, kas ļauj ģenerēt vizuālus vaicājumus no tekstuālās formas. Metode izmanto mašīnmācīšanās algoritmus un semantisko analīzi, lai automātiski konvertētu tekstuālo informāciju par vaicājumu par vizuālu saturu. Rezultāti parādīja lielu potenciālu šādas ģenerēšanas metodēm, piesaistot ārkārtīgi precīzu un intuitīvu vizuālo prezentāciju.",1
115,Formalizētas specifikācijas vadīta testēšana,"Šajā pētījumā tiek izmantota formalizētas specifikācijas vadīta testēšana, kas ļauj novērst daudzas kļūdas, kas rodas programmatūras izstrādē. Šī metode nodrošina ievērojami efektīvāku veidu, kā testēt un pārbaudīt programmas, kā arī samazina izmaksas, kas rodas no kļūmēm, kas nepamanītas agrāk. Līdz ar to, formalizētas specifikācijas vadīta testēšana ir svarīgs instruments programmatūras izstrādes jomā, kas nodrošina papildu garantijas, ka programma darbojas pareizi un nodrošina lietotājiem augstas kvalitātes produktu.",1
116,Zināšanu krātuvju Wikidata un DBpedia salīdzinājums,"Šī pētījuma mērķis ir salīdzināt divus atšķirīgus zināšanu krātuvju, Wikidata un DBpedia. Tiek izmantoti dati no dažādām valstīm un kultūrām, lai salīdzinātu tos pašus objektus. Galvenie salīdzināšanas faktori ir kvalitāte un kvantitāte, kā arī datu sasaiste un saprotamība. Analizējot visus pētījuma rezultātus, tiek konstatēts, ka abas krātuves ir lietderīgas un svarīgas zināšanu krātuvēs. Tomēr Wikidata tiek uzskatīta par daudzpusīgāku un vieglāk izmantojamu, kamēr DBpedia tiek uzskatīta par spēcīgāku datu sasaistes ziņā.",1
117,Anomāliju noteikšana ELK Stack,"Darba mērķis ir izmantot ELK saakni, lai noteiktu anomālijas datoru tīklos. Elk Stack tiek izmantots, lai apkopotu datus no dažādiem izmēģinājumu trīsnesiem un tos apstrādātu, lai izveidotu vienotu datu avotu, kas var tikt analizēts, lai identificētu patiesus datu modelēšanas modeļus. Darbā tiek apskatīti vispārīgie datoru tīklu anomālijas mehānismi. Darba autors veic dažādu testu un apvieno tos, izmantojot ELK saakni, lai identificētu anomālijas datoru tīklos. Galu galā darba autors secina, ka ELK Stack var izmantot, lai noteiktu anomālijas tīklos, kā arī analizētu uzvedības modeļus, kas palīdzēs uzlabot tīkla drošību.",1
118,Spējās izstrādes metodoloģijas pielietojums lietu interneta projektu izstrādē,"Lietu internets ir kļuvis par svarīgu mūsdienu uzņēmumu redzesloku. Pielietojot Spējās izstrādes metodoloģijas (SIM), var palielināt ražīgumu un samazināt izmaksas lietu interneta projektu izstrādē. Šī materiāla mērķis ir izpētīt un izvirzīt SIM pielietojuma priekšrocības, kā arī pārvarēt iespējamos izaicinājumus un riskus, kas saistīti ar SIM pielietojumu. Darba gaitā tiks aprakstīti piemēri darbībās, kā arī SIM pielietojuma ietekme uz projektu izmaksām un laika grafikiem.",1
119,Algoritmi krustvārdu mīklu veidošanai,"Šajā pētījumā tiek izstrādāts algoritms krustvārdu mīklu veidošanai, kas var tikt izmantots gan mācību, gan izklaides nolūkos. Algoritma pamatprincips balstās uz vārdnīcas izmantošanu, kas nodrošina lietotājam iespēju izveidot krustvārdu mīklu no jebkura vārda vai frāzes. Lai uzlabotu algoritma efektivitāti, tika izmantota vārda frekvences analīze un burtu izmantošanas biežuma novērtējums. Rezultātā tika izstrādāts algoritms, kas var nodrošināt nepārtrauktu jaunu krustvārdu mīklu veidošanu un izmantot to jebkurā vēlamā laikā.",1
120,Datora ģenerēta proza un dzeja,"Datora ģenerēta proza un dzeja ir mūsdienīgs un inovatīvs veids, kā radīt literāras tekstu. Šīs tehnoloģijas ietvaros datori spēj izveidot pilnīgi jaunus literārus darbus, apvienojot dažādas vārdu un teksta kombinācijas. Šīs tehnoloģijas attīstība nozīmē, ka literatūras māksla var kļūt vēl plašāka un pieejamāka. Ar datoru palīdzību radītie literārie darbi var būt gan interesanti, gan aizkustinoši, jo tie pamatojas uz mašīnas apvienošanas spēju, kas radīt tekstu, kas var būt neatkārtojams un pārsteidzoši oriģināls.",1
121,GraphQL un OData tehnoloģiju salīdzinājums lietotņu programmēšanas saskarņu izstrādē,"Darba mērķis ir salīdzināt GraphQL un OData tehnoloģiju izmantošanu lietotņu programmēšanas saskarņu izstrādē. Tiek apskatītas abu tehnoloģiju priekšrocības un trūkumi, kā arī to pielietojuma iespējas un ierobežojumi. Galvenā uzmanība tiek pievērsta datu pārraidei un apmaiņai starp klientu un serveri, to efektivitātes un drošības jautājumiem. Darba rezultātā tiek izvērtēta un analizēta abi tehnoloģiju piemērošana konkrētām lietotnēm, sniedzot ieteikumus un risinājumus izstrādātājiem un uzņēmumiem.",1
122,Lietotāja saskarnes risinājumi vizuālā vaicājumu rīkā,"Lietotāja saskarnes risinājumi vizuālā vaicājumu rīkā ir sarežģīta un izstrādāta metode, kura palīdz uzlabot un efektivizēt datu analīzi. Šajā pētījumā tika izstrādāti vairāki risinājumi, kas palīdzēs lietotājam izprast un nerakstīt sarežģītus kodus, lai panāktu vēlamo rezultātu. Tajā pašā laikā, risinājumu izmantošana uzlabos lietotāja pieredzi, tādējādi padarot datu analīzi par vieglu un interesantu procesu.",1
123,Alternatīvas neironu mašīntulkošanas arhitektūras,"Šajā studijā apskatītas dažādas alternatīvas neironu mašīntulkošanas arhitektūras. Tika veikta literatūras analīze, kas palīdzēja saprast esošās sistēmas un to darbības principus. Pētījumā tika izmantota mākslīgā intelekta metožu kombinācija, lai salīdzinātu pieejamos risinājumus un noteiktu to priekšrocības un trūkumus. Tika secināts, ka izmantojot alternatīvas neironu mašīntulkošanas arhitektūras, ir iespējams uzlabot tādu sistēmu sniegumu, kas balstītas uz klasiskajiem algoritmiem.",1
124,Vizuāli semantiski vaicājumi pār relāciju datubāzēm,". Pētījumā tiek apskatīti vizuāli semantiski vaicājumi pār relāciju datubāzēm. Tie ir bieži sastopami situācijās, kad datubāzē ir daudz tabulu un kompleksi sakari starp tām. Vizuāli semantiskie vaicājumi ļauj vizualizēt šos sakarus un veikt vaicājumus, izmantojot relāciju grafus vai hierarhiju. Pētījumā tiek analizēti šādi vizuāli semantiski vaicājumu veidi, kā arī sniegti piemēri to praktiskajai pielietojumam datubāzēs.",1
125,Blokķēdes tehnoloģija kā organizācijas inovāciju veicējs,"Blokķēdes tehnoloģija ir pasaulē viena no aktuālākajām un daudz apspriestajām tēmām. Tiesa gan, lielākā daļa uzmanības tiek pievērsta tās lietojumam finanšu sektorā, kā arī Bitcoin un citu kriptovalūtu kontekstā. Tomēr blokķēdes tehnoloģijas potenciāls ir daudz plašāks. To var izmantot kā organizācijas inovāciju veicēju, kas novērš informācijas viltotas izmaiņas un uzlabo informācijas pārvaldību, nodrošinot lielāku datu drošību un šifrēšanu. Arī uzņēmējiem, kas vēlas uzlabot savas organizācijas efektivitāti un attīstīties jaunā vidē, blokķēdes tehnoloģija var būt liels atbalsts un veicināt inovāciju.",1
126,Droša datortīklu transporta protokola izstrāde,"Šajā projektā tika veikta droša datortīklu transporta protokola izstrāde Latvijas Universitātes Fizikas un matemātikas fakultātes studentu un pasniedzēju sadarbībā. Mašīnmācīšanās metodes tika izmantotas, lai uzlabotu protokola drošību un efektivitāti. Pēc veiktajiem testiem, tika konstatēta ievērojama uzlabojuma protokola stabilā darbībā. Protokols ir pielāgoties jaunākajām tehnoloģijām un drošības standartiem, uzlabojot dati pārraidēs un nodrošinot aizsardzību pret nepieprasītas piekļuves draudiem.",1
127,"""Kurzemes Eļļas""","Kurzemes Eļļas ir atklājums labākas un veselīgākas dzīvesveida meklētājiem. Tās ir dabīgas eļļas, kas ražotas no augstas kvalitātes sastāvdaļām un bez kaitīgiem piedevām. Ja Jūs vēlaties uzlabot savu veselību un dažādot savu modēles diētu - Kurzemes Eļļas ir jūsu izvēle. Ar izturīgu garšu un aromātu, Kurzemes Eļļas kļūs par Jūsu ikdienas virtuves sastāvdaļu un radīs garšas un veselības baudījumu.",1
128,"Tīmekļa vietne ""Godīga samaksa""","""Tīmekļa vietne ""Godīga samaksa"""" ir inovatīva naktsmītnes rezervācijas platforma, kas apvieno vairākus piedāvājumus vienā vietā. Šī vietne nodrošina iespēju viesiem izvēlēties un rezervēt tādus naktsmītnes piedāvājumus, kas atbilst viņu vēlmēm, budžetam un izvēlētā ceļojuma ilgumam. Godīgas samaksas funkcija, kas ietverta šajā platformā, ļauj viesiem būt drošiem, ka viņi maksā par saviem izvēlētajiem piedāvājumiem attiecību summu. Šajā vietnē ir pieejami arī klientu atsauksmes, kas palīdz izprast, vai konkrētā naktsmītne ir tieši tā, kas vajadzīga.",1
129,Uzņēmuma informācijas sistēma,"Uzņēmuma informācijas sistēma ir būtisks prevencijas instruments, kas nodrošina efektīvu uzņēmējdarbības vadību un uzraudzību. Sistēma sastāv no dažādām programmatūras un aparatūras, kas ļauj uzņēmuma darbiniekiem ātri un viegli piekļūt uzņēmuma datiem, kā arī īstenot dažādus uzdevumus, piemēram, finanšu pārvaldību, ražošanu vai piegādes plānošanu. Tāpat sistēma nodrošina datu drošību un privātumu, būtiski samazinot iespējamās drošības riskus. Uzņēmuma informācijas sistēma palīdz optimizēt uzņēmuma darbību un attīstību, tādējādi uzlabojot tā konkurētspēju un izaugsmes potenciālu.",1
130,Transportlīdzekļu kruīza kontroles algoritmi,"Darba mērķis ir izstrādāt kontroles algoritmu, lai uzlabotu transportlīdzekļu kruīza efektivitāti un samazinātu degvielas patēriņu. Algoritms izmantos datus no transportlīdzekļu sensoriem, lai kontrolētu braukšanas ātrumu, griešanas leņķi un bremzēšanu, lai panāktu lielāku efektivitāti. Darbā tiks veikta algoritmu raksturošanas analīze un salīdzināšana ar esošajiem risinājumiem. Pētījums sniegs ieguldījumu ekonomiskā, drošības un vides jomās.",1
131,Mobilo spēļu industrijas tirgus izpēte un jaunas spēles izstrāde,"Pētījuma mērķis ir izpētīt mobilo spēļu industrijas tirgu un izstrādāt jaunas, inovatīvas spēles, kas sniedz patērētājiem un lietotājiem atšķirīgu un jaunu pieredzi. Pētījuma rezultāti parādīs, kā mainās mobilo spēļu industrijas tirgus situācija un kādas tendences ir novērojamas. Izstrādājot jaunas spēles, būs iespējams pielāgot tās patērētāju vēlmēm un prasībām, kas nodrošinās uzņēmuma konkurētspēju un attīstību industrija.",1
132,Informācijas sistēma izsoļu tiešsaistes vietnei,"Informācijas sistēma ļauj lietotājiem bez problēmām un viegli pārvaldīt izsoļu vietnes saturu. Ar tās palīdzību, lietotāji var veikt dažādus uzdevumus, piemēram, sākt jaunu izsolētu produktu vai labot jau esošo informāciju. Turklāt sistēma sniedz daudz iespēju, kā pielāgot izsoļu vietni katras organizācijas vajadzībām, lai nodrošinātu maksimālu iespējamo ērtību un drošību tirgotājiem un klientiem.",1
133,Lietvedības sistēmas papildināšana ar klienta pārvaldīšanas moduli,"Jaunākās tehnoloģijas un prasības uzņēmējdarbībā prasa izmaiņas ne tikai specializēto sistēmu, bet arī standarta programmatūras jomā. Tāpat arī uzņēmumiem nepieciešama papildu programmatūra, lai pārvaldītu to klientu bāzi un izveidotu apmierinošu kvalitātes pārvaldības sistēmu. Šajā ziņā tiek izvērsta klienta pārvaldīšanas moduļa izveides un ieviešanas projekts. Tas tika ieviests uzņēmuma Lietvedības sistēmā ar mērķi nodrošināt uzņēmuma klientiem individuālu pieeju un efektīvu vērtību klāstu. Projekts izmantoja pieejamās tehnoloģijas un metodes, lai nodrošinātu augstu darbības vidi un nodrošinātu pilnīgu un nepārtrauktu sistēmas darbību.",1
134,"Strukturētu un daļēji strukturētu datu  apvienošana, izmantojot Semantiskā Tīmekļa tehnoloģijas.","Darba mērķis ir attēlot strukturētu un daļēji strukturētu datu apvienošanu, izmantojot semantiskā Tīmekļa tehnoloģijas. Darbs apraksta datu konsolidācijas procesu, kas tiek veikts, lai izveidotu un datus organizētu, lietojot semantisko Tīmekli. Tiek aprakstītas semantiskās tehnoloģijas, kas palīdzēja īstenot šo procesu, kā arī tālākās attīstības iespējas. Darba svarīgums ir saistīts ar to, ka ar semantisko Tīmekli apstrādātie dati ir vieglāk saprotami un izmantojami lietotājiem. Tā kā semantiskā tehnoloģija attīstās ātri, darbs var kalpot kā pamats turpmākām izpētēm un attīstībai.",1
135,GDPR piekļuves tiesību sistēma UBER platformai,"Dokumentā aprakstīta GDPR piekļuves tiesību sistēma UBER platformai, kura ļauj lietotājiem kontrolēt savas personas datus, kā arī izveidot un izpildīt pieprasījumus, saistībā ar datu pārskaitīšanu, konfidencialitātes ievērošanu un citām saistītām jomām. Dokuments ietver visa procesa detalizētu aprakstu, sākot no pieprasījuma iesniegšanas un beidzot ar datu apstrādes un uzraudzības procedūrām. Šī sistēma ļaus UBER lietotājiem uzturēt savu privātumu un datu drošību, vienlaikus šo datu izmantojot, lai iegūtu vēlamo pakalpojumu sniegšanas kvalitāti un efektivitāti.",1
136,Tīmekļa lietotņu veiktspējas optimizācija izmantojot WebAssembly,". Šajā pētījumā tiek apskatīts Tīmekļa lietotņu veiktspējas uzlabošanas veids izmantojot WebAssembly. WebAssembly ir jaunākā tīmekļa tehnoloģija, kas ļauj izstrādāt augstas veiktspējas programmēšanas valodu moduļus. Šajā darbā tiek apskatīta, kā izmantot šo tehnoloģiju, lai uzlabotu tīmekļa lietotņu veiktspēju un samazinātu to ielādes laiku. Tiek ierosināti vairāki risinājumi un veidi, kā optimizēt tīmekļa lietotnes, izmantojot WebAssembly moduļus. Pētījuma rezultāti parāda, ka izmantojot šo tehnoloģiju, ir iespējams uzlabot tīmekļa lietotņu veiktspēju, un tas ir potenciāli lietderīgs risinājums, lai uzlabotu tīmekļa lietotnēs sniegumu.",1
137,Integrācijas platforma darba uzdevumu pārvaldības sistēmām,"Integrācijas platforma darba uzdevumu pārvaldības sistēmām ir jauns risinājums, kas paaugstina darba procesu efektivitāti un perfektu organizācijas darba gaitas. Šī plaforma ir paredzēta gan mazākam uzņēmumam, gan arī lielākam korporācijām, kuras strādā ar vairākām uzdevumu pārvaldības sistēmām. Integrācijas platforma sniedz iespēju vienkārši savienot dažādas sistēmas, kas palīdz samazināt darba apjomu un uzlabo komunikāciju starp dažādiem departamentiem. Tādējādi Integrācijas platforma ir būtisks līdzeklis, kas veicina uzņēmuma efektivitāti un efektivitāti kopumā.",1
138,Ceļu būves projektu garantiju reģistrs,"Šajā projektā tiek izveidots Ceļu būves projektu garantiju reģistrs, kas nodrošinās pārredzamību un atbildību ceļu būves nozarē. Reģistrā tiks apkopoti dati par ceļu būves projektiem, uzņēmumiem, kas nodarbojas ar ceļu būvēšanu, un to sniegtajām garantijām. Tas ļaus uzlabot ceļu būvēšanas procesu, novērst iespējamos strīdus un nodrošināt uzticību ceļu infrastruktūras attīstībai Latvijā.",1
139,Ceļa atrašana labirintā,"""Ceļa atrašana labirintā"" ir pētījums, kas izmanto dažādas metodes un instrumentus, lai atrisinātu izaicinājumus, kas saistīti ar ceļa meklēšanu labirintā. Pētījuma mērķis ir izprast, kā cilvēki pielāgojas un risina šos uzdevumus, izmantojot gan intelektuālās, gan emocionālās spējas. Šī studija izmanto kvalitatīvos interviju, eksperimentus un kognitīvos testus, lai izprastu cilvēku kognitīvo procesu. Rezultāti analizē un izmanto, lai uzlabotu izpratni par cilvēku uzvedību un spēju risināt problēmas.",1
