sentence,is_generated
"Taču, ir jāatzīmē, ka kompresijas artefaktu atstātāis efekts uz fona modelēšanas algoritmiem ir maz pētīts.",0
Šī darba ietvaros tika pētīta kompresijas artefaktu atstātā ietekme uz dažiem fona modelēšanas algoritmiem.,0
"Izpētei tika izvēlēti divi algoritmi Mixture of Gaussians (MOG) un K-Nearest Neighbours (KNN), kas tika darbināti uz CDNET video datu kopas ar un bez kompresijas artefaktiem.",0
Galvenie šī darba rezultāti ir sekojoši - MOG algoritma rezultāti bija līdzīgi uz visām apskatītajām video kategorijām ar un bez kompresijas artefaktiem.,0
Turpretī KNN algoritma rezultāti nebija tik robusti - izmaiņas algoritma izvadē bija nozīmīgi atšķirīgas starp video ar kompresijas artefaktiem un video bez šādiem artefaktiem.,0
"Kvalifikācijas darba “Android lietotne matemātikas centralizētā eksāmena pirmās daļas apguvei”  mērķis ir izveidot dokumentācijas bāzi mobilās lietotnes izstrādei, kas paredzēta 12. klašu skolēnu sagatavošanai matemātikas centralizētā eksāmena pirmajai jeb testa daļai.",0
"Lietotnes nolūks ir piedāvāt lietotājiem iespēju pildīt iepriekšējo gadu centralizēto eksāmenu testus, kā arī pildīt ātro testu komplektus, kas paredzēti skolēna zināšanu analīzei dažādās matemātikas tēmās.",0
"Kvalifikācijas darba paredzamais rezultāts ir skaidra, viegli lietojama dokumentācija, kas palīdzētu izprast lietotnes būtību un funkcionalitāti, kā arī kalpotu par rokasgrāmatu izstrādātājiem, kas veic tehnisko lietotnes izveidi.",0
"Izveidotā dokumentācija satur ievadu ar vispārēju lietotnes aprakstu, kā arī programmatūras prasību specifikāciju, kas ietver lietotnes funkcionālās prasības, programmatūras projektējuma aprakstu, kas ietver datu bāzu un saskarņu projektējumu, kā arī testēšanas dokumentāciju.",0
Bakalaura darbā tiek apskatīta un risināta grafu rediģēšanas problēma uz mazu izmēru skārienjūtīgajām ierīcēm.,0
"Darba mērķi ir sekojoši: analizēt un salīdzināt esošos grafu rediģēšanas risinājumus uz dažādām platformām(Windows, Android un Web) un, ņemot vērā analizēto informāciju, izveidot Android lietotni, kas ļauj veidot, rediģēt un vizualizēt grafus, kā arī realizēt lietotnē izveidotā grafu rediģēšanas iespēju citās programmās, izmantojot populārāko grafu failu formātu.",0
"Darba ietvaros tika secināts, ka esošie risinājumi nenodrošina grafu rediģēšanu pietiekami ērtā veidā uz maza izmēra skārienjūtīgām ierīcēm.",0
"Darba autors šo problēmu mēģināja risināt, izmantojot automātisku virsotņu un šķautņu novietošanu un līdzināšanu.",0
"Rezultātā tika izveidota lietotne ar interesantu pielietojumu - tā ļauj grafa virsotnes automātiski nolīdzināt un savienot, kā arī to pašu grafu atskaņot, piekārtojot virsotnēm vai nu dziesmu vai arī norādi uz citu grafu mūzikas sarakstu un šķautnes izmantojot kā ceļus, pēc kuriem nosaka nākamo dziesmu vai sarakstu.",0
E-Kantikums ir tīmekļa pārlūkā pieejama kantu platforma.,0
"Šī tīmekļa mērķis ir uzglabāt pēc iespējas vairāk kantus savā sistēmā, lai tās lietotājs tos var apskatīt jebkurā vietā un jebkurā laikā.",0
"Šis dokuments satur lietotnes e-Kantukums Programmatūras prasību specifikāciju, Programmatūras projektējuma aprakstu, testēšanas dokumentāciju u.c.",0
Šī lietotne uztur lietotāju pievienotus kantus teksta formā.,0
"Kantus var pievienot jebkurš reģistrēts lietotājs, kas ir korporācijas oficiāls biedrs, taču tos apskatīt var jebkurš reģistrēts biedrs neatkarīgi no tiesībām.",0
"Tā kā šī lietotne ir bāzēta uz dziesmu grāmatas “Kantikums”, kantu tipi ir tādi kādi ir grāmatā.",0
"Datubāzē tiek uzglabāta visa nepieciešamā informācija par lietotājiem, kantiem.",0
Par kantu tipiem un korporācijām tiek uzglabāts tikai to nosaukums.,0
Visi šie dati tiek izmantoti savstarpējai un pareizai sistēmas darbībai.,0
"Platforma e-Kantikums ir izstrādājama izmantojot Laravel [2], kā lietotnes pamatu, un MySQL, priekš datubāzes.",0
"Visi kanti ir saglabājami teksta formā, saglabājot atstarpes, latviešu alfabēta simbolus un jaunās līnijas, kā arī visu informāciju par pašu kantu.",0
"Informācijas sistēma “Transportlīdzekļu nomas un pārvaldes sistēma” ir publiska tiešsaistes sistēma, kas sniedz iespēju digitalizēt transportlīdzekļu pārvaldi, kā arī ieviest transportlīdzekļu nomas iespējas attālināti.",0
Sistēma ļauj elektroniski iesniegt transportlīdzekļu nomas pieteikumus lietotājiem un pārvaldīt transportlīdzekļu nomas un pieteikumus atbildīgajām personām.,0
"Sistēmas lietotāji transportlīdzekļu nomas pieteikuma iesniegšanas brīdī veic apmaksu, kas padara nomas procesu daudz pārskatāmāku un drošāku pakalpojuma sniedzējiem.",0
Sistēmā ietvertā transportlīdzekļu meklēšanas funkcija ļauj lietotājiem ērtāk un pārskatāmāk atrast sev vēlamo vai konkrētajā laikā pieejamo transportlīdzekli.,0
"Sistēma dod iespēju centralizēti apskatīt kāda transportlīdzekļa pieejamību konkrētajā laikā, kā arī nodrošina iespēju veikt transportlīdzekļu uzskaiti ar mērķi nodrošināt iespējami efektīvāku transportlīdzekļu pārvaldīšanu.",0
"Sistēma sastāv  no 6 moduļiem : lietotāju, transportlīdzekļu nomas, transportlīdzekļu, aprīkojumu, atrašanās vietu un uzņēmumu moduļiem.",0
"Kvalifikācijas darba ietvaros tika izveidota personāla laika uzskaites sistēma, ar kuras palīdzību var pārvaldīt informāciju par darbiniekiem, tabelēm un to ierakstiem, grafikiem un notikumiem tajos.",0
"Šajā sistēmā piekļuve ir paredzēta darbiniekiem, kuriem ir izveidots konts.",0
"Tiešajiem vadītājiem ir iespējams izveidot, labot, apstiprināt, noraidīt un dzēst viņu padoto darbinieku grafikus, tabeles un notikumus.",0
"Sistēma sastāv no 2 daļām – lietotāju puses, ar kuru darbojas lietotājs, un servera puses, kas veic datu apstrādi.",0
"Sistēmai ir 3 moduļi – darbinieku, grafiku un tabeļu.",0
"Sistēmas izstrādē tiek izmantota Java programmēšanas valoda ar Spring Boot ietvaru, H2 Database Engine, vuex un vue.js ietvars.",0
"Pēdējo gadu laikā ir kļuvusi aktuāla tirdzniecība internetā – gandrīz viss, ko sirds kāro, atrodams kādā interneta veikalā un iegādājams vien ar dažām darbībām.",0
"Ir iespējams arī iegādāties dažādus pakalpojumus, piemēram, atrast skaistu viesnīcas numuriņu un to norezervēt.",0
"Līdzīgi varētu arī piedāvāt interjera dizaina pakalpojumus – atvērt kādu tīmekļa vietni, izvēlēties sev tīkamo mājokļa interjeru un pieteikt interjera pakalpojumu.",0
"Kvalifikācijas darba ietvaros darba autors izstrādā tīmekļa lietotni, ar kuru klientiem būs iespējams pieteikt interjera dizaina pakalpojumus kā pasūtījumus.",0
Savukārt darbiniekiem būs iespējams pieteiktos pakalpojumus apskatīt un tos apstrādāt.,0
"Tīmekļa lietotne tiek veidota, izmantojot ūdenskrituma (waterfall) izstrādes metodi, Laravel tīmekļa ietvaru un Vue.js ietvaru.",0
Dati tiek uzglabāti MySQL datubāzē.,0
"Darbs sastāv no 84 lappusēm, kurās iekļauti 27 attēli, 34 tabulas un 9 pielikumi.",0
"Atslēgas vārdi: Tīmekļa lietotne, PHP, Laravel, Vue.js, MySQL, interjers, interjera pakalpojumi",0
"Bakalaura darbā “Mākslīgā intelekta pielietošanas iespējas automatizētajā testēšanā” ir apkopota informācija par mākslīgā intelekta darbības principiem, un kā to varētu pielietot automatizētajā testēšanā.",0
"Darbā tiek apskatīti populāri automatizētās testēšanas rīki, kas izmanto mākslīgo intelektu, un pētīts, kā tajos tiek implementēts mākslīgais intelekts.",0
Darba ietvaros ir izmēģināti un analizēti apskatītie testēšanas rīki testa projektā.,0
"Bakalaura darbs satur 42 lappuses, 2 tabulas, 24 attēlus, 33 avotus.",0
"Bakalaura darba mērķis ir izveidot algoritmu, kas dod iespēju meklēt video, nezinot to nosaukumus.",0
"Algoritms ir noderīgs situācijās, kad jāatrod līdzīgi video vai pilnu video (piemēram, filmu) pēc lietotāja rīcībā esošā fragmenta vai scēnas.",0
Bakalaura darbā tiek apskatītas un novērtētas eksistējošās video indeksācijas un meklēšanas metodes un iespējas.,0
Tad tiek piedāvāts autora risinājums video meklēšanai pēc satura.,0
"Risinājums tiek īstenots prototipa veidā, kas sadala video attēlu virknē un, izmantojot datorredzes algoritmu, veido atzīmju indeksu priekš video.",0
Meklēšana tiek veikta pēc šī indeksa.,0
Programmas tiek rakstītas C# programmēšanas valodā.,0
"Tiek iegūts algoritms, kas spēj atrast līdzīgus video pēc padotā video.",0
Video ar vislielāko atzīmju sakritību skaitu pārādās kā pirmie rezultāti.,0
"No lietotāja skatupunkta tas darbojas līdzīgi tam, kā tagad darbojas attēlu meklēšana pēc padotā attēla, kas ir īstenots Google meklētājā, vai arī kā darbojas Shazam mūzikas meklēšana pēc ierakstītā fragmenta.",0
"Atšķirībā no eksistējošām metodēm, algoritms apvieno sevī visas šīs īpašības: strādā ar jebkura satura video, ir viegli ieviešams un pielāgojams.",0
"Bakalaura darba mērķis ir izpētīt ierobežojumus, kādi attiecas uz figūrām, kuras ģenerētas, izmantojot superformulu, kā arī pētīt praktiskus pielietojumus šādam figūru ģenerēšanas paņēmienam.",0
"Dabā sastopamu formu ģenerēšanai bieži vien nepieciešami netriviāli vienādojumi vai pārveidojumi, kas patērē gan laika, gan atmiņas resursus.",0
"Izmantojot superformulu, šādu formu ģenerēšanai nepieciešami tikai daži parametri.",0
"Tā kā visas šādi ģenerētas figūras apraksta viena formula, tad ir iespējams izmantot analītiskas metodes, lai noteiktu figūru un taišņu krustpunktus, kā arī attālumus starp šādi veidotām figūrām.",0
"Darbā vispirms tiek apskatītas superelipšu un superformulas īpašības, pēc tam tiek apskatītas metodes figūras un taisnes krustpunktu noteikšanai un attāluma aprēķināšanai starp figūrām.",0
"Visbeidzot, tiek aprakstīti darba ietvaros realizētie risinājumi, kā arī analizēti iegūtie rezultāti.",0
Kvalifikācijas darba ietvaros ir izstrādāts datu importēšanas modulis tīmekļa lietojumprogrammatūrai “Leverantor”.,0
"Lietojumprogrammatūru izmanto lai apstrādāt un importēt informāciju par kompānijas klientu ikmēnešiem pārdevumiem, kuri tiek atsūtīti Excel datnes formāta.",0
"Darba mērķis ir uzlabot novecojošu Excel datnes apstrādāšanas procesu, tai skaitā izvirzīties no Access datubāzes izmantošanas,  paplašinot sākotnējas lietojumprogrammatūras funkcionalitāti.",0
Ka arī automatizēt vairākus programmatūras lietotāja darba soļus.,0
"Tīmekļa lietojumprogrammatūra ir izstrādāta izmantojot C#, ASP.NET un JavaScript.",0
"Šodien, vairāk kā jebkad, mēs informāciju iegūstam mobilajās ierīcēs, tādēļ ir vērts padarīt maksimāli lielu daļu digitālās informācijas tām pieejamu.",0
Tezaurs.lv ir lielākā atvērto datu latviešu valodas vārdnīca un tā korekti attēlojas tikai ierīcēs ar lieliem ekrāniem.,0
Šī darba mērķis ir padarīt Tēzauru pieejamu un ērti lietojamu mobilajās ierīcēs.,0
"Darbā tiek analizēta vietnes lietotāju statistika, lai noteiktu prasības; rīkā Sketch izveidots interaktīvs saskarnes prototips; pašreizējā vietne pārveidota par reaģējošu; satvarā Adobe PhoneGap izveidota Android lietotne, kā arī Tēzaura bezsaistes dati pārveidoti par MOBI vārdnīcu lietojumam Kindle e-lasītājos, kas ir pirmā šāda veida vārdnīca latviešu valodai.",0
Kvalifikācijas darba “Polišu administrēšanas rīku optimizācija” mērķis ir optimizēt  tiešsaistes apdrošināšanas platformā Bamboo esošos polišu administrēšanas rīkus BatchProcessingQueue un BatchJobSchedule.,0
Ar šo rīku palīdzību polišu administratori var aplūkot un rediģēt klientu ievadītos polišu datus.,0
"Lai sasniegtu mērķi, tika veikta rīku ieviešana ASP.",0
"NET Core programmatūras ietvarā, padarot tos ērtāk izmantojamus un ātrākus.",0
"Kvalifikācijas darbā “Autoparku vadības sistēma” tika izstrādāta lietojumprogramma, kas spētu pilnveidot un atvieglot lielu uzņēmumu autoparku vadību.",0
"Sistēma ļauj autoparku atbildīgajām personām efektīvi pārvaldīt autoparku un tā finanšu datus, izmantojot interneta pārlūku.",0
"Šāda iespēja atvieglo atbildīgo personu ikdienas darbu, kā arī glabā visus uzņēmuma datus vienuviet.",0
"Autoparku vadības sistēma ir izstrādāta Ruby programmēšanas valodā, izmantojot Ruby on Rails izstrādes ietvaru, kā arī vadoties pēc spējās izstrādes metodoloģijas pamatprincipiem.",0
"Atslēgvārdi: Ruby, Ruby on Rails, tīmekļa sistēma, autoparku vadības sistēma, rspec testēšana",0
"Kvalifikācijas darba ietvaros ir izstrādāts programmatūras izstrādes darbplūsmas atvieglošanas rīks TSKEZ, kas ir domāta darbināšanai uz Windows operētājsistēmas.",0
Šis darbs tika izstrādāts C# programmēšanas valodā izmantojot WPF izstrādes ietvaru.,0
"Programmas mērķis ir atvieglot programmatūras izstrādātāja ikdienas darbu, palīdzot ar izstrādes uzdevumu pārvaldīšanu.",0
Programmētājam ir iespēja veidot uzdevumus un saglabāt aktuālu informāciju un datus par tiem.,0
"Šis rīks piedāvā ērtu un efektīvu veidu kā pārvaldīt savus uzdevumus, tajā pašā laikā esot viegli lietojamam, ietaupot programmētāja laiku.",0
Testēšanas darbu izpildes laiks ir būtiska informācijas tehnoloģiju projektu sastāvdaļa.,0
"Nepareizi noteikts testēšanas darbu izpildes laiks var novest pie vairākām negatīvām sekām, sākot no projekta izmaksu palielināšanas un nodevumu termiņu izmaiņām, beidzot ar projekta kopējās nerentablitātes sasniegšanu.",0
"Lai izvairītos no šādām sekām, eksistē vairākas pieejas, ar kuru palīdzību ir iespējams noteikt testēšanas ilgumu, tomēr industrijā nav vienota šī procesa standarta, kā arī katrai pieejai ir savi trūkumi, kas praksē noved pie tā, ka bieži vien testēšanas darbu ilgums nav noteikts precīzi.",0
"Bakalaura darba mērķis bija izveidot oriģinālu laika novērtējuma metodoloģiju, kas izdevīgi atšķiras no jau eksistējošām pieejām, sniedzot praktisku un ērtu problēmas risinājumu.",0
"Dotā darba ietvaros tika izskatīts testēšanas jēdziens informāciju un komunikāciju tehnoloģiju nozarē, izpētīta nozares pieredze testēšanas darbu izpildes ilguma novērtējumā un analizēta dažādu pieeju priekšrocības un trūkumi.",0
"Teorētiskais materiāls tika salīdzināts ar reālo situāciju, veicot anketēšanu un intervēšanu datorsistēmu testētāju vidū, atklājot izmantotākās testēšanas ilguma noteikšanas metodes un izplatītākās problēmas ceļā uz precīzu novērtējumu.",0
"Darba izstrādes gaitā tika izveidota testēšanas darbu izpildes laika noteikšanas metodoloģija, kas balstās uz teorētisko materiālu, tomēr ir pielāgota testētāju praktiskām vajadzībām un vēlmēm.",0
Kvalifikācijas darba “E-komercijas platformas Magento2 paplašinājums “Biežāk uzdotie jautājumi”” mērķis ir izstrādāt dokumentācijas bāzi paplašinājuma moduļa izveidei vienai no populārākajām atvērtā pirmkoda e-komercijas platformām Magento.,0
"Moduļa “Biežāk uzdotie jautājumi” nolūks ir apkopot noderīgu informāciju par dažādiem ar uzņēmumu darbību saistītiem jautājumiem, kas varētu palīdzēt mājaslapas lietotājiem labāk izprast dažādas neskaidras tēmas.",0
"Modulis sniegs iespēju lietotājam uzdot konkrētu tam interesējošu jautājumu, savukārt administratora spēkos būs šo jautājumu apstiprināt un uz to atbildēt, tādejādi sniedzot arī citiem lietotājiem iespēju atrast atbildi uz šo jautājumu uzņēmuma mājaslapā, vai arī jautājumu noraidīt.",0
"Kvalifikācijas darba paredzamais rezultāts ir skaidra, viegli lietojama dokumentācija, kas palīdzētu pasūtītājiem un lietotājiem izprast lietotnes būtību un funkcionalitāti, kā arī kalpotu par rokasgrāmatu izstrādātājiem, kas veic tehnisko lietotnes izveidi.",0
"Izveidotā dokumentācija satur ievadu un vispārēju programmas aprakstu, kā arī programmatūras prasību specifikāciju, kas sevī iekļauj moduļa funkcionālās prasības, un programmatūras projektējuma aprakstu, kas ietver datu bāzu, funkciju un saskarņu projektējumu.",0
Finanšu pārvaldes rīks pamatā spētu atvieglot ikdienas darbu finanšu nozarē strādājošajiem un dotu iespēju pieņemt lēmumus detalizētāk.,0
Galvenā rīka funkcija ir atspoguļot finanšu datus daudz detalizētāk kā arī daudz plašāk.,0
"Finanšu pārvaldes rīks spēj apstrādāt datus no vairākām datu ieguves vietām, kā arī spēj tos attēlot nepieciešamajā veidā.",0
"Risinājums darbojas patstāvīgi 24/7, tas tiek nodrošināts izmantojot Azure mākoņpakalpojumus, kā SQL Database un SQL Server Analysis Service.",0
Šie izanalizētie dati tiek vizuāli atspoguļoti iekš Microsoft Power BI datu vizualizācijas rīka.,0
"Ir iespēja izveidot unikālas vizualizācijas iekš Microsoft Power BI, kas tiek veidotas NodeJS vidē.",0
"Kvalifikācijas darbā ""Projektu un klientu moduļa izstrāde personālvadības sistēmā"", izstrādāti tīmekļa lietojumprogrammas ""Tildes Jumis Personāls"" projektu un klientu moduļi, kas personālvadības sistēmas lietotājiem ļauj sistēmā reģistrēt projektus un klientus, kā arī reģistrētos projektus sasaistīt ar sistēmā reģistrētajiem klientiem un darbiniekiem un to amatiem.",0
"Izstrādātie moduļi ir sistēmas funkcionalitātes papildinājumu pirmais etaps, un tos tālāk paredzēts izmantot, lai sistēmas lietotājiem nodrošinātu iespēju norakstīt darbinieku darba stundas pa projektiem.",0
"Moduļu izstrādē izmantotās tehnoloģijas ir Angular, Microsoft .NET Core, DevExtreme.",0
"Kvalifikācijas darbā tiek aprakstīts kā uzstādīt System Center Configuration Manager un Active Directory sistēmu, kā instalēt jaunāko Windows 10 operētājsistēmas versiju apskatītajā uzņemumā un attālināti, netraucējot datora lietotājus, atjaunināt programmatūras.",0
Tiek pieminētas sastopamās problēmas.,0
Autors analizēja uzņēmumā izmantoto tīklu un salīdzināja pārvaldes rīkus.,0
"Ieviesa sakārtotu un drošu sistēmu, konfigurējot programmas pēc uzņēmuma prasībām.",0
"Izveidoja risinājumu operētājsistēmas un programmas efektīvai instalēšanai, plānoja darbības soļu un veica darba drošības pasākumus.",0
Tika izpētīta problēmas aktualitāte.,0
Rezultātā uzņēmumā tika testēti un ieviesti System Center Configuration Manager un Active Directory sistēmas rīki.,0
"Autors attālināti instalēja Windows 10 operētājsistēmu un novēroja 154 datorus, pētija un veica programmatūras atjaunināšanu.",0
"Kvalifikācijas darbā apkopota programmatūras prasību specifikācija, programmatūras       projektējuma apraksts, testēšanas dokumentācija un projekta novērtējums GAIS sistēmas funkcionalitātes paplašinājumam ""Uzkrājumi nedrošām saistībām"" izstrādei.",0
"Darba mērķis ir izstrādāt funkcionalitātes paplašinājumu, kas nodrošinātu iespēju lietotājam īstenot grupas klasifikatoru un to kritēriju pievienošanu, mainīšanu un dzēšanu, kā arī saistīto darījumu pievienošanu un atvienošanu, lai noteiktu darījuma aizdevuma grupu, kas ir daļa no “Uzkrājumu nedrošām saistībām” projekta izveides.",0
"Bakalaura darba mērķis ir izpētīt daudz no Microsoft Azure resursiem un pētīt iespējas optimizēt to pielietojumu, balstoties uz reālas programmatūras izstrādes projekta vajadzībām.",0
"Darbā tiek pētīta mākoņos izvietotās datubāzes lietojuma uzlabošanas iespējas, kā arī mākoņos bāzēto API servisu iespējas, īpašu uzmanību pievēršot drošības aspektam.",0
Kvalifikācijas darba ietvaros tika izstrādāti portāla E-pakalpojumi makšķerēšanas sadaļas papildinājumi.,0
"Ir trīs galvenās izmaiņas – tika izstrādāta iespēja iegādāties licenci bez autorizācijas un šādi pirktām licencēm reģistrēt makšķerēšanas laikā noķerto lomu, kā arī tika izveidota jauna sadaļa, kurā var apskatīt statistiku par lietotāju reģistrēto lomu Latvijas ūdenstilpēs.",0
"Darbs tika veikts galvenokārt pēc ūdenskrituma dzīves cikla modeļa, lai gan izstrādes procesā eksistēja arī noteikti spējās izstrādes elementi.",0
"Šis dokuments satur programmatūras prasību specifikāciju, programmatūras projektējuma aprakstu un testēšanas dokumentāciju.",0
"Papildinājumi tika izstrādāti, izmantojot ASP.",0
"NET Web Forms ietvaru un C# valodu, kā arī Oralce PL/SQL datubāzi.",0
"Pasākumu organizēšanas sistēma ir mājaslapa, kura palīdz pārvaldīt gaidāmos pasākumus, rezervēt tos un skatīt pagājušos pasākumus.",0
"Sistēma pārsvarā paredzēta reģistrētiem lietotājiem, tāpēc nereģistrēto lietotāju iespējas beidzas ar pasākumu pārskatīšanu.",0
"Lietotājiem ir tiesības rezervēt pasākumus, kuri ir paredzēti visiem lietotājiem un dažos gadījumos arī rediģēt tos.",0
"Administratoriem ir spēja pārvaldīt gandrīz vai visu, izņemot pasākumus ,kuru autors ir cits administrators.",0
"Mājaslapa ir izstrādāta priekš AS „Latvenergo” darbiniekiem, kuri agrāk pārvaldīja pasākumus izmantojot „Microsoft Excel” lietotni .Parastie lietotāji ir visi pārējie darbinieki.",0
Sistēmas izstrāde ir veikta izmantojot Laravel 5.7 satvaru[1] PHP programmēšanas valodā.,0
"Tika izmantotas tādas valodas kā JavaScript,HTML,CSS,kā ari ir izmantota JavaScript bibliotēka jQuery, dizaina izveidē tika izmantots metronic motīvs, un pielietots Bootstrap ietvars.",0
"Pasūtījumu pārvaldības sistēma ir publiska tiešsaistes sistēma, kas ļauj uzņēmumu (tipiski e-veikalu) klientiem ērti noformēt un pašiem uzņēmumiem saņemt pasūtījumus uz pakalpojumiem vai produktiem.",0
Integrācija ar trešajām sistēmām ļauj izstrādāt vai izmantot trešo pušu lietotnes sistēmas lietošanai un/vai pārvaldībai.,0
"Sistēma ļauj klientiem noformēt jaunus pasūtījumus, atsekot esošo pasūtījumu statusus, kā arī uzņēmumiem pārvaldīt ienākošos pasūtījumus.",0
Kvalifikācijas darbs apraksta komercprojektu reģistrācijas sistēmu.,0
"Šī sistēma ir paredzēta uzņēmumiem, kas strādā ar Sharepoint vidi.",0
"Tas ļauj uzņēmuma darbiniekiem, kuriem ir piekļuve serverim, izveidot un aizpildīt reģistrācijas veidlapu, kas satur informāciju par savu nākotnes projektu vai to rezultātus viegli pieejamā PDF formātā, kā arī iespēju uzņēmuma “galveniem” dot atļauju tās īstenošanai.",0
Sistēmā ir trīs galvenas lietotāju grupas.,0
"Katrai lietotāju grupai ir paredzētas noteiktas iespējas izmantot informāciju, kas ir ievadīta PDF veidlapā.",0
"Izstrādātās sistēmas mērķis ir automatizēt jaunu projektu reģistrāciju ķīmijas rūpniecībā, kas paātrinās darba procesu un atvieglos komunikāciju starp vadītājiem un viņu darbiniekiem.",0
"Robežu noteikšana ir dažādu matemātisko metožu pielietošana, kuras mērķis ir atrast apgabalus digitālā attēlā, kuros strauji mainās attēla spilgtums jeb ir novērojami pārtraukumi.",0
"Robežu noteikšana ir nozīmīgs rīks attēlu apstrādē un datorredzē, īpaši iezīmju meklēšanā un to izvilkšanā.",0
Darba mērķis ir salīdzināt dažus no klasiskajiem robežu noteikšanas paņēmieniem un noskaidrot to priekšrocības un trūkumus.,0
"Darbā aplūkoti digitālo attēlu apstrādes pamati, izmantojot konvolūciju un citas metodes, un ir izstrādāti programmu fragmenti, kas ļauj pielietot dažādus asuma palielināšanas, izpludināšanas un robežu noteikšanas paņēmienus digitāliem attēliem.",0
"Kvalifikācijas darba mērķis ir izstrādāt Interaktīvu resursu plānošanas kalendāru – tīmekļa lietojumprogrammu, kas palīdzēs pārvaldīt resursus, kā arī reģistrēt pacientu pierakstu pieteikumus.",0
"Izstrādātam produktam ir jābūt viegli un intuitīvi lietojamam, piedāvājot tādas funkcijas kā pierakstu veidošana, to ievietošana kalendārā, individuāla uzdevumu saraksta veidošana un citas.",0
Bakalaura darba tēma ir “Power BI datu analīzes rīka integrācija Microsoft Dynamics NAV sistēmā”.,0
Microsoft Dynamics NAV ir viena no pasaulē populārākajām uzņēmuma resursu plānošanas sistēmām.,0
"Liela daļa uzņēmumu, kas izmanto Microsoft Dynamics NAV sistēmu ir iekrājuši kolosālu apjomu ar neapstrādātiem, neanalizētiem uzņēmuma iekšējiem, klientu un piegādātāju datiem.",0
"Augot neapstrādātu datu skaitam, aug arī nepieciešamība pēc kvalitatīvas un vieglas analīzes.",0
Šo iespēju sniedz moderni un perspektīvi analīzes un biznesa inteliģences rīki.,0
"Bakalaura darba mērķis ir gūt priekšstatu par korektu BI rīku izstrādes prasībām un, vadoties pēc tām, izstrādāt pielāgojumu Microsoft Dynamics NAV 2018 sistēmai.",0
"Darbs sastāv no 40 lapaspusēm, 5 tabulām un 8 attēliem.",0
"Darba mērķis bija izpētīt ISO/IEC 25022 standarta lietojumkvalitātes atribūtu metrikas un veidus, kā varētu veikt testēšanu dažādajiem lietojumkvalitātes atribūtiem, kā arī izpētīt to popularitāti interneta vietnēs starp zinātniskajiem rakstiem un starp bloga rakstiem.",0
Ir apkopota informācija par izmantojamajām testēšanas metodēm un nepieciešamo datu ieguves veidiem.,0
Darbā ir izpētīti lietojumkvalitātes atribūtu testēšanas veidi un pielietojamās metrikas programmatūras lietojumkvalitātes novērtēšanai.,0
"Ir tikusi iegūta statistika popularitātes pieaugumam gan zinātniskajos avotos, gan bloga rakstos galvenajiem lietojumkvalitātes atribūtiem – rezultativitāte, efektivitāte, apmierinātība, riskbrīvība un kontekstu pārklājums – un to apakšatribūtiem.",0
"Darbā tika pētīti dažādi iekštelpu atrašanās vietas noteikšanas risinājumi, kur tie tika simulēti iekštelpās un implementēti autora veidotā, vienkāršotā Android lietotnē, kuras ģenerētie dati ļāva veikt dažādo risinājumu salīdzināšanu.",0
"Darba mērķis ir, simulējot dažādās metodes, izcelt risinājumu stiprās un vājās puses, kuru rezultātā veidotos nākotnes vīzija par optimizētu jaukto risinājumu, kurš apkopotu plusus un uzlabotu vai pilnībā likvidētu vājības.",0
"Darba rezultātā izstrādāta Android lietotne, kura spēj ģenerēt dažādo risinājumu informāciju par lietotāja atrašanās vietu iekštelpās.",0
"Tīmekļa vietne vairumtirdzniecības pārdevējiem ir vietne, kas paredzēta darba optimizācijai kā pārdevējiem, tā arī pircējiem.",0
"Tīmekļa vietne dod iespēju pārdevējiem izveidot jaunu piedāvājumu ar savu produktu sarakstu vietnē, bet pircējiem izveidot jaunu pasūtījumu, izvelēties nepieciešamus produktus no piedāvājuma un to skaitu, un uzreiz pēc pasūtījuma procesēšanas saņemt rēķinu.",0
Pēc rēķina saņemšanas pircējs pats apmaksa ar pārskatījumu.,0
"Kad rēķins ir apmaksāts, pārdevējs atzīmi pasūtījumu, kā samaksātu, un atsūta pasūtītus produktus, iepriekš sazinoties ar pircēju.",0
Valodu apguves lietotnes “LangAssistant” dokumentācija tika izstrādāta Latvijas Universitātes Datorikas fakultātes kursa “Kvalifikācijas darbs” ietvaros.,0
"Dokumentāciju veido tādi dokumenti kā programmatūras prasību specifikācija, programmatūras projektējuma apraksts un testēšanas dokumentācija.",0
"Dokumentā aprakstītā sistēma – lietotne valodu apguvei “LangAssistant” – ir programmatūra, kuras mērķis ir palīdzēt lietotājam atcerēties vārdu krājumu un gramatikas noteikumus.",0
"Lietotni veido četras sadaļas – vārdi, teikumi, gramatikas noteikumi un sistēma.",0
"Vārdu un teikumu sadaļās lietotājs var ievadīt attiecīgi vārdus un teikumus, kurus lietotājs it iemācījies.",0
Gramatikas noteikumu sadaļā lietotājs var ievadīt valodas gramatikas noteikumus.,0
"Sistēmas sadaļā lietotājam ir pieejami lietotnes uzstādījumi, kā arī lietotājs var sinhronizēties ar lietotnes datubāzes serveri.",0
"Tādā veidā lietotne “LangAssistant” pielāgojas lietotāja valodu apguves procesam (glabājas dati par lietotāja vārdiem, teikumiem un gramatikas noteikumiem), nevis piedāvā sistēmā jau esošos vārdus.",0
"Izmantojot MyKoob riku izglītojamiem nav iespējas atstāt savas atsauksmēs par nodarbībām un uzdevumiem, un pasniedzējiem - iegūt izglītojamo atsauksmju statistiku.",0
